gene,id,tpm,log2tpm,SampleID,sample_type_code,sample_type,project,tumor_type,median_log2tpm,n,tumor_type_n
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-MP-A4T6-01A-32R-A262-07,0.6358,-0.630840653935469,TCGA-MP-A4T6,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-99-8028-01A-11R-2241-07,1.2302,0.310572794597154,TCGA-99-8028,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-64-1677-01A-01R-0946-07,11.6905,3.54849827701292,TCGA-64-1677,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-05-4403-01A-01R-1206-07,4.8244,2.27333684715022,TCGA-05-4403,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-44-6148-01A-11R-1755-07,4.1278,2.04886391441462,TCGA-44-6148,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-6980-01A-11R-1949-07,1.4946,0.589379995477964,TCGA-55-6980,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-8511-01A-11R-2403-07,0.7013,-0.491469931346285,TCGA-55-8511,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-86-8278-01A-11R-2287-07,1.4869,0.581977845763114,TCGA-86-8278,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-78-7167-01A-11R-2066-07,3.272,1.71457523885163,TCGA-78-7167,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-8615-01A-11R-2403-07,9.6275,3.26865895502767,TCGA-55-8615,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-A494-01A-11R-A24X-07,16.2993,4.02762295736631,TCGA-55-A494,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-78-7147-01A-11R-2039-07,0.3117,-1.63621215889671,TCGA-78-7147,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-97-A4M0-01A-11R-A24X-07,0.3595,-1.43635373051594,TCGA-97-A4M0,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-7573-01A-11R-2039-07,1.8966,0.931002201518053,TCGA-55-7573,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-86-7714-01A-12R-2170-07,0.5617,-0.806669804615696,TCGA-86-7714,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-64-1679-01A-21R-2066-07,6.5862,2.72163514265558,TCGA-64-1679,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-64-1680-01A-02R-0946-07,0.3342,-1.53868099750925,TCGA-64-1680,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-86-8669-01A-11R-2403-07,55.2624,5.78848735250773,TCGA-86-8669,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-78-7145-01A-11R-2039-07,1.5044,0.598746316154256,TCGA-78-7145,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-86-8075-01A-11R-2241-07,9.1611,3.19709478391513,TCGA-86-8075,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-99-8025-01A-11R-2241-07,1.0893,0.136585152847626,TCGA-99-8025,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-L9-A743-01A-43R-A39D-07,4.9689,2.31582703951465,TCGA-L9-A743,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-86-8054-01A-11R-2241-07,34.8567,5.12377791988732,TCGA-86-8054,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-8094-01A-11R-2241-07,6.309,2.65969626580899,TCGA-55-8094,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-62-A470-01A-11R-A24H-07,19.7311,4.3031304757825,TCGA-62-A470,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-44-2666-01A-01R-0946-07,0.2963,-1.70698272795049,TCGA-44-2666,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-86-A456-01A-11R-A24H-07,0.782,-0.336427664582477,TCGA-86-A456,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-MP-A4SW-01A-21R-A24X-07,0.2509,-1.938431150732,TCGA-MP-A4SW,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-44-3919-01A-02R-1107-07,1.8715,0.911883289405794,TCGA-44-3919,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-44-5645-01A-01R-1628-07,1.9158,0.945457882833256,TCGA-44-5645,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-80-5608-01A-31R-1949-07,3.9233,1.97574022747236,TCGA-80-5608,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-75-6207-01A-11R-1755-07,2.0141,1.01728056767068,TCGA-75-6207,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-69-7973-01A-11R-2187-07,7.3419,2.87811714332917,TCGA-69-7973,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-86-8671-01A-11R-2403-07,2.2843,1.19805404881418,TCGA-86-8671,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-67-3772-01A-01R-0946-07,2.3965,1.26693642330279,TCGA-67-3772,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-35-4122-01A-01R-1107-07,0.675,-0.545824106814198,TCGA-35-4122,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-8513-01A-11R-2403-07,0.8482,-0.220614193801064,TCGA-55-8513,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-35-4123-01A-01R-1107-07,3.9331,1.9793302987477,TCGA-35-4123,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-49-6761-01A-31R-1949-07,10.4261,3.38351076830378,TCGA-49-6761,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-6982-01A-11R-1949-07,1.8516,0.896543115855899,TCGA-55-6982,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-44-A4SU-01A-11R-A24X-07,2.1134,1.08637616759694,TCGA-44-A4SU,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-86-8279-01A-11R-2287-07,3.0161,1.59745966340406,TCGA-86-8279,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-05-4396-01A-21R-1858-07,1.151,0.215367972203479,TCGA-05-4396,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-86-8358-01A-11R-2326-07,1.7575,0.821710215034674,TCGA-86-8358,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-7815-01A-11R-2170-07,38.5011,5.26720242658836,TCGA-55-7815,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-78-7162-01A-21R-2066-07,0.9291,-0.0906493035444658,TCGA-78-7162,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-NJ-A55A-01A-11R-A262-07,2.4192,1.28048127430062,TCGA-NJ-A55A,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-MN-A4N1-01A-11R-A24X-07,7.6946,2.94572005823309,TCGA-MN-A4N1,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-44-2668-01A-01R-A278-07,1.1081,0.161049224900557,TCGA-44-2668,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-44-6777-01A-11R-1858-07,1.0114,0.0305479641629666,TCGA-44-6777,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-8301-01A-11R-2287-07,1.4462,0.54220851432284,TCGA-55-8301,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-05-4422-01A-01R-1206-07,0.4436,-1.14050745460722,TCGA-05-4422,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-49-4506-01A-01R-1206-07,1.6495,0.730748629416213,TCGA-49-4506,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-05-4417-01A-22R-1858-07,8.6818,3.11965497820905,TCGA-05-4417,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-75-5146-01A-01R-1628-07,0.8231,-0.263438417009447,TCGA-75-5146,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-62-A46O-01A-11R-A24H-07,0.7147,-0.464544200564708,TCGA-62-A46O,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-97-8552-01A-11R-2403-07,0.5338,-0.878851943524689,TCGA-97-8552,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-75-6203-01A-11R-1755-07,0.2547,-1.91756990005405,TCGA-75-6203,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-MP-A5C7-01A-11R-A262-07,12.8248,3.68198890998603,TCGA-MP-A5C7,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-86-8074-01A-11R-2241-07,2.899,1.54052329643822,TCGA-86-8074,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-97-7937-01A-11R-2170-07,1.2547,0.338795203226661,TCGA-97-7937,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-97-8175-01A-11R-2287-07,13.7056,3.77774583031385,TCGA-97-8175,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-97-A4M7-01A-11R-A24X-07,2.1848,1.13408948092042,TCGA-97-A4M7,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-05-4420-01A-01R-1206-07,1.6068,0.693141226830286,TCGA-05-4420,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-91-8497-01A-11R-2403-07,2.0233,1.02382309102213,TCGA-91-8497,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-38-4632-01A-01R-1755-07,0.9236,-0.0991235338421013,TCGA-38-4632,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-75-6211-01A-11R-1755-07,2.4147,1.27780625852198,TCGA-75-6211,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-69-7979-01A-11R-2187-07,1.4872,0.582266953350512,TCGA-69-7979,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-78-7163-01A-12R-2066-07,0.4142,-1.23718347401889,TCGA-78-7163,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-86-7701-01A-11R-2170-07,17.9525,4.16691625156997,TCGA-86-7701,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-67-3770-01A-01R-0946-07,0.2448,-1.97256281729315,TCGA-67-3770,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-38-4629-01A-02R-1206-07,7.6876,2.94440870453277,TCGA-38-4629,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-6972-01A-11R-1949-07,0.0778,-3.50963525001409,TCGA-55-6972,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-MP-A4TA-01A-21R-A24X-07,0.365,-1.41503749927884,TCGA-MP-A4TA,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-50-5931-01A-11R-1755-07,41.1259,5.36232610303234,TCGA-50-5931,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-7994-01A-11R-2187-07,0.7266,-0.441046697649711,TCGA-55-7994,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-7724-01A-11R-2170-07,18.609,4.21870368476674,TCGA-55-7724,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-7725-01A-11R-2170-07,0.2011,-2.24400151620229,TCGA-55-7725,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-MP-A4SY-01A-21R-A24X-07,6.5557,2.71494883178722,TCGA-MP-A4SY,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-97-7546-01A-11R-2039-07,0.7322,-0.430120093851924,TCGA-97-7546,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-78-7154-01A-11R-2039-07,41.5665,5.37769640899578,TCGA-78-7154,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-73-4659-01A-01R-1206-07,1.5369,0.629379936174686,TCGA-73-4659,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-50-5068-01A-01R-1628-07,3.293,1.72377696962344,TCGA-50-5068,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-69-7980-01A-11R-2187-07,1.7869,0.845510123083573,TCGA-69-7980,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-73-7498-01A-12R-2187-07,0.5292,-0.891107598367591,TCGA-73-7498,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-86-8585-01A-11R-2403-07,0.7979,-0.307751364326621,TCGA-86-8585,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-78-7542-01A-21R-2066-07,3.6816,1.88424623952767,TCGA-78-7542,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-05-4250-01A-01R-1107-07,41.1954,5.36476151100264,TCGA-05-4250,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-44-6776-01A-11R-1858-07,0.1256,-2.88257091641311,TCGA-44-6776,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-38-4630-01A-01R-1206-07,0.891,-0.150400988848548,TCGA-38-4630,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-05-4418-01A-01R-1206-07,35.5538,5.15233757957967,TCGA-05-4418,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-8085-01A-11R-2241-07,0.6076,-0.695255342281369,TCGA-55-8085,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-7995-01A-11R-2187-07,0.5387,-0.865910519079577,TCGA-55-7995,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-7284-01B-11R-2241-07,1.4976,0.592253700114907,TCGA-55-7284,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-6979-01A-11R-1949-07,2.6237,1.39709102017243,TCGA-55-6979,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-62-A472-01A-11R-A24H-07,0.1894,-2.32626268515125,TCGA-62-A472,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-8204-01A-11R-2241-07,53.5496,5.74307328108784,TCGA-55-8204,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-62-8398-01A-11R-2326-07,4.0307,2.01460524323661,TCGA-62-8398,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-MP-A4TI-01A-21R-A24X-07,1.8752,0.914717586465903,TCGA-MP-A4TI,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-44-2656-01A-02R-0946-07,4.106,2.04124298223188,TCGA-44-2656,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-67-4679-01B-01R-1755-07,0.4019,-1.27963396868119,TCGA-67-4679,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-05-4390-01A-02R-1755-07,20.5286,4.36026593954766,TCGA-05-4390,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-44-8120-01A-11R-2241-07,0.9781,-0.0172710387014041,TCGA-44-8120,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-O1-A52J-01A-11R-A262-07,0.2715,-1.82879317258186,TCGA-O1-A52J,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-67-6217-01A-11R-1755-07,0.2258,-2.08436437656969,TCGA-67-6217,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-44-6146-01A-11R-1755-07,0.5523,-0.830588048008645,TCGA-44-6146,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-5899-01A-11R-1628-07,6.6681,2.7394376969386,TCGA-55-5899,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-MP-A4TK-01A-11R-A24X-07,16.3441,4.031580461996,TCGA-MP-A4TK,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-MN-A4N4-01A-12R-A24X-07,2.2137,1.15296216679069,TCGA-MN-A4N4,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-73-4666-01A-01R-1206-07,1.0089,0.0270124650625817,TCGA-73-4666,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-L4-A4E6-01A-11R-A24H-07,2.1914,1.13842131042025,TCGA-L4-A4E6,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-8207-01A-11R-2241-07,1.327,0.418999465431266,TCGA-55-8207,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-38-A44F-01A-11R-A24H-07,7.6435,2.93611965341265,TCGA-38-A44F,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-78-7536-01A-11R-2066-07,14.9344,3.90153307056506,TCGA-78-7536,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-05-4389-01A-01R-1206-07,0.6382,-0.625489074231609,TCGA-05-4389,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-55-7281-01A-11R-2039-07,1.0007,0.015354834293464,TCGA-55-7281,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-97-7547-01A-11R-2039-07,0.7714,-0.355866839365776,TCGA-97-7547,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-62-8394-01A-11R-2326-07,1.9107,0.941632197654482,TCGA-62-8394,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-86-8668-01A-11R-2403-07,1.2279,0.307894775512501,TCGA-86-8668,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-50-5939-01A-11R-1628-07,0.8957,-0.142894837314668,TCGA-50-5939,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-38-7271-01A-11R-2039-07,0.8566,-0.206561858277581,TCGA-38-7271,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-49-AARQ-01A-11R-A41B-07,0.106,-3.10780328953452,TCGA-49-AARQ,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
ENSG00000087494.16|PTHLH|protein_coding|5744|12,TCGA-64-1678-01A-01R-0946-07,58.825,5.87860274151905,TCGA-64-1678,01,TP,TCGA-LUAD,LUAD,0.565109696531834,539,LUAD (n=539)
